W_M1,W_M2,W_M3,W_M4,W_M5,W_M6,I1,C1,C2,gain_db,power_watts
4.883064501594003,3.4454880262087273,3.0267282664913946,3.1461179771405265,4.055710063924008,8.911901224265605,7.630010961842485e-05,6.381547177170152e-12,7.310827152824582e-12,29.4313,0.00152222
2.536696012472909,4.381095613020273,1.3721367876250947,3.8409914002147376,2.912657146592169,9.959925472118773,8.375494045927718e-05,8.979731140572764e-12,5.539137316229584e-12,29.7841,0.00104743
2.6593132545470035,1.948842010417903,3.3762979962727724,2.5795204483244314,3.5927686476715186,2.6167326289701993,1.1472248600464587e-05,9.310199180791158e-12,7.664236346336602e-12,8.23836,0.00383137
1.884355480337128,4.449654258853748,2.5882793856731365,4.150779131358134,7.259000942538408,9.358948748819056,3.5926335833951185e-05,3.2745694254089365e-12,8.531703608460734e-12,29.5838,0.00100681
3.6385705601364755,2.145287278277882,2.1873927213408657,2.3101229578843894,3.497008356283404,4.16865950160031,3.999317431054428e-05,1.7398942751881895e-12,8.223679145025978e-12,29.4186,0.0011683
2.0863969335209243,3.4978188466399565,1.1519746585697215,1.5856069169022602,4.2186060491643,5.5164774696465955,1.6008747536746435e-05,6.37731535347293e-12,2.090094261564894e-12,30.0245,0.00045997
4.672834316106197,4.12888087140222,4.26359017617061,1.209822790025736,7.679678834911838,5.825699208086355,5.6671293640795666e-05,7.255491512820125e-12,5.873131488242211e-12,15.2146,0.00442393
2.0842444583796684,4.792604828017996,4.655134881270953,4.062026092033426,4.8169325391519795,8.345172188816573,4.8349545612200854e-05,9.16268975528184e-12,7.56525144408116e-12,29.0483,0.00235943
1.827832825440137,2.319452499137557,3.731568518162543,4.5810917161602855,8.400012137287518,4.015998067911824,7.031636574864309e-05,4.813123676573455e-12,1.836920885898338e-12,3.88644,0.00180299
2.632493700768177,2.9928025468756347,1.9288937284470586,1.3093784310638164,7.6638941920933386,9.845803069179878,5.574174714573325e-05,8.694533101468023e-12,9.465431788588334e-12,30.0159,0.00115637
3.984791411664118,4.697462684971809,4.487697423233097,1.4512410945657535,7.0996854219524055,3.0410449518473,6.272538709259575e-05,4.349352588589653e-12,8.919895856502371e-12,8.25317,0.00183961
2.1404783724490337,4.073871071569293,3.2837872134906125,2.892733719393283,3.3998080388498986,5.0511540376093045,8.118641795913587e-05,6.926824217212815e-12,4.380112574880873e-12,29.4246,0.00125395
3.861074663648358,1.3032906741296664,1.399562980171118,4.250382454754788,7.06454931243478,3.862315742263392,9.154353890725347e-05,6.867684121393034e-12,5.366478461454701e-12,9.88873,0.00307684
1.1531904683864873,1.6150844543334961,3.1285075163385843,3.046292806649601,7.320071889660543,7.436883372050453,8.500808045332491e-05,5.9731840250201465e-12,7.0642043109969605e-12,10.2542,0.00272018
3.8031745043875604,1.0432672926380997,4.804646763731682,1.2946907833009789,9.583112383649805,8.002825365437781,9.808357767540167e-05,9.39271315573199e-12,5.962971377463527e-12,-1.01864,0.00326095
3.4608268537943974,4.993401238833661,2.7445425881542262,3.852868153881077,3.734251120323508,3.9783907208088998,8.787487912780229e-05,3.2390067601482606e-12,6.4940550007641726e-12,29.9999,0.000998318
2.1845440752605163,3.423223809179249,3.9036681053263638,4.962222635899991,7.970512299232621,9.101953716469,1.1660149274657329e-05,7.3644609012623e-12,8.465560406467318e-12,29.2588,0.00166389
1.4254213648035474,4.268953883206512,3.16377412208981,3.4074251829720725,3.877521025568994,2.147762683213732,5.620786248525225e-05,4.492218685558306e-12,1.4644987945290444e-12,15.5444,0.00280468
4.6782898087184845,2.5059496429547106,3.0435270221063946,3.077013354878938,5.665480954277934,7.901911510214389,7.78245203625819e-05,9.00867994075884e-12,4.232694116518485e-12,29.4841,0.001198
1.239305138721304,2.9912949254272316,2.334265546711921,3.1708637846930223,8.042375309929104,4.4782990855010505,7.102128102957112e-05,3.0723128604219203e-12,7.237268557566858e-12,14.7117,0.00180268
2.1915595407246204,2.071127223976515,2.5835719099492094,4.907135255312291,9.194628609728376,5.293007785952248,3.879330251841581e-05,4.0534535675263326e-12,7.356211996520599e-12,8.70209,0.00173433
3.6864723011960705,3.364754861094635,1.490869586230867,1.845787382307321,9.382968660611958,8.7548639266329,9.141781009946334e-05,5.485736699908346e-12,1.5332334643900888e-12,30.6628,0.000251257
2.800477375997808,3.3911422640509046,1.2304992938944044,3.3257739289206247,7.411773292137818,5.1324189837203145,9.875362719036538e-05,2.3542483910755054e-12,3.034976995403835e-12,30.8135,0.000234084
2.4495655496532573,3.307853219451535,2.7271822631837295,2.0000841792252633,7.550337299391815,6.358879216850457,4.9022829395746736e-05,1.1569914361031576e-12,5.0477120978653115e-12,29.818,0.000541656
